"","name","call_ball","bc_ball","bc_ball_ratio","call_strike","bc_strike","bc_strike_ratio","total_call","bad_call","bad_call_ratio","bcr_i1","bcr_i2","bcr_i3","bcr_i4","bcr_i5","bcr_i6","bcr_i7","bcr_i8","bcr_i9","bcr_OT","bcr_z1","bcr_z2","bcr_z3","bcr_z4","bcr_z5","bcr_z6","bcr_z7","bcr_z8","bcr_z9","bcr_z11","bcr_z12","bcr_z13","bcr_z14","bcr_FF","bcr_SL","bcr_FT","bcr_CU","bcr_FC","bcr_SI","bcr_CH","bcr_FS","bcr_KC","bcr_EP","bcr_","bcr_KN"
"59","Sean Barber",1189,52,0.0437342304457527,586,94,0.160409556313993,1775,146,0.0822535211267606,0.110576923076923,0.0820512820512821,0.0824175824175824,0.0721649484536082,0.0833333333333333,0.0994475138121547,0.0599078341013825,0.0580357142857143,0.102739726027397,0.0833333333333333,0.169491525423729,0.0540540540540541,0.169811320754717,0.0163934426229508,0,0.046875,0.107142857142857,0.0945945945945946,0.177215189873418,0.0786516853932584,0.0904761904761905,0.0911949685534591,0.0573394495412844,0.0910384068278805,0.0898203592814371,0.0818181818181818,0.0546875,0.0827067669172932,0.0844155844155844,0.0405405405405405,0.0909090909090909,0.0588235294117647,NA,0.25,NA
"60","Stu Scheurwater",1110,62,0.0558558558558559,543,74,0.136279926335175,1653,136,0.0822746521476104,0.0736842105263158,0.0918367346938776,0.0988372093023256,0.0748663101604278,0.0569948186528497,0.0777777777777778,0.108433734939759,0.0765027322404372,0.0860215053763441,NA,0.186046511627907,0.2,0.175,0.0350877192982456,0,0.1375,0.104477611940299,0.0985915492957746,0.151898734177215,0.0347490347490347,0.0931372549019608,0.088,0.058679706601467,0.0987654320987654,0.056140350877193,0.0782608695652174,0.0551181102362205,0.0792079207920792,0.13013698630137,0.0540540540540541,0,0.032258064516129,NA,0,0.2
"61","Mike Estabrook",1351,53,0.0392301998519615,665,130,0.195488721804511,2016,183,0.0907738095238095,0.0886075949367089,0.0848214285714286,0.0700934579439252,0.103448275862069,0.11734693877551,0.0735294117647059,0.107142857142857,0.102127659574468,0.0748663101604278,0.0740740740740741,0.195652173913043,0.06,0.148936170212766,0,0,0.0147058823529412,0.125,0.134020618556701,0.128205128205128,0.0671140939597315,0.118110236220472,0.0698254364089776,0.109473684210526,0.109422492401216,0.0621761658031088,0.116751269035533,0.0943396226415094,0.0763358778625954,0.0588235294117647,0.102150537634409,0,0.142857142857143,NA,NA,NA
"62","Jansen Visconti",1114,41,0.0368043087971275,524,56,0.106870229007634,1638,97,0.0592185592185592,0.0251256281407035,0.0842105263157895,0.0489130434782609,0.0520231213872832,0.0543478260869565,0.065359477124183,0.0611111111111111,0.0632183908045977,0.0884353741496599,0.0476190476190476,0.204081632653061,0.0810810810810811,0.212121212121212,0.0563380281690141,0,0.0204081632653061,0.0303030303030303,0.072463768115942,0.118421052631579,0.0371747211895911,0.0636942675159236,0.0653846153846154,0.0428893905191874,0.0690846286701209,0.0606060606060606,0.0890052356020942,0.0376344086021505,0.0660377358490566,0.0657894736842105,0.0178571428571429,0,0.0166666666666667,NA,NA,NA
"63","Scott Barry",829,60,0.0723763570566948,383,61,0.159268929503916,1212,121,0.0998349834983498,0.0882352941176471,0.12781954887218,0.101449275362319,0.0677966101694915,0.072463768115942,0.094488188976378,0.116788321167883,0.108333333333333,0.107142857142857,0.125,0.333333333333333,0.235294117647059,0.259259259259259,0,0,0.0188679245283019,0.19047619047619,0.175438596491228,0.266666666666667,0.0673575129533679,0.124183006535948,0.07,0.0528169014084507,0.114967462039046,0.0829694323144105,0.144230769230769,0.0588235294117647,0.0588235294117647,0.164179104477612,0.0746268656716418,0.0833333333333333,0.0555555555555556,NA,NA,NA
"64","Jerry Layne",445,26,0.0584269662921348,224,40,0.178571428571429,669,66,0.0986547085201794,0.0714285714285714,0.0909090909090909,0.102272727272727,0.0631578947368421,0.132530120481928,0.0684931506849315,0.119402985074627,0.166666666666667,0.0943396226415094,NA,0.375,0.444444444444444,0.230769230769231,0.08,0,0.129032258064516,0.0384615384615385,0.0645161290322581,0.1,0.0337078651685393,0.12987012987013,0.122222222222222,0.0788177339901478,0.113207547169811,0.0803571428571429,0.121212121212121,0.0512820512820513,0.181818181818182,0.10752688172043,0.0666666666666667,0,0,NA,NA,NA
"65","Paul Emmel",1452,99,0.0681818181818182,690,113,0.163768115942029,2142,212,0.0989729225023343,0.0871559633027523,0.0949152542372881,0.10546875,0.0983606557377049,0.116379310344828,0.107438016528926,0.0942622950819672,0.0912863070539419,0.0941176470588235,NA,0.366666666666667,0.137931034482759,0.274509803921569,0.0285714285714286,0,0.051948051948052,0.10752688172043,0.128712871287129,0.268041237113402,0.0714285714285714,0.0807174887892377,0.0952380952380952,0.0683012259194396,0.127475247524752,0.0748663101604278,0.122529644268775,0.0683760683760684,0.094017094017094,0.0769230769230769,0.0414201183431953,0.0666666666666667,0.128205128205128,NA,0,NA
"66","Adam Hamari",1179,48,0.0407124681933842,622,143,0.229903536977492,1801,191,0.106052193225986,0.107142857142857,0.105263157894737,0.115,0.122994652406417,0.127659574468085,0.100371747211896,0.124423963133641,0.0958904109589041,0.0258620689655172,NA,0.173076923076923,0.0967741935483871,0.177777777777778,0,0,0.0273972602739726,0.136363636363636,0.0657894736842105,0.137931034482759,0.0915492957746479,0.164948453608247,0.0830564784053156,0.121212121212121,0.119935170178282,0.0870967741935484,0.120833333333333,0.0723684210526316,0.145038167938931,0.0854700854700855,0.0871794871794872,0.0476190476190476,0.166666666666667,NA,NA,NA
"67","Chris Segal",929,38,0.0409041980624327,452,64,0.141592920353982,1381,102,0.0738595220854453,0.0833333333333333,0.0857142857142857,0.089171974522293,0.0792682926829268,0.0632911392405063,0.0555555555555556,0.06875,0.0466666666666667,0.0802919708029197,0.2,0.162162162162162,0.178571428571429,0.133333333333333,0.0212765957446809,0.027027027027027,0.0714285714285714,0.101694915254237,0.0576923076923077,0.1,0.0497737556561086,0.0709677419354839,0.0729613733905579,0.0722543352601156,0.0760869565217391,0.0694444444444444,0.0898203592814371,0.073394495412844,0.0824742268041237,0.10752688172043,0.027972027972028,0.166666666666667,0,NA,0,NA
"68","Jim Reynolds",985,58,0.0588832487309645,490,81,0.16530612244898,1475,139,0.0942372881355932,0.0542168674698795,0.0824175824175824,0.111111111111111,0.136690647482014,0.120805369127517,0.101796407185629,0.103260869565217,0.087431693989071,0.0573770491803279,0.0666666666666667,0.232558139534884,0.142857142857143,0.236842105263158,0.0181818181818182,0,0.0491803278688525,0.145161290322581,0.136363636363636,0.214285714285714,0.08984375,0.0606060606060606,0.099236641221374,0.0676923076923077,0.0814558058925477,0.124378109452736,0.117021276595745,0.0842105263157895,0.114583333333333,0.114093959731544,0.0694444444444444,0.075,0.0886075949367089,NA,NA,NA
"69","Hunter Wendelstedt",1572,93,0.0591603053435115,750,127,0.169333333333333,2322,220,0.0947459086993971,0.119402985074627,0.0779816513761468,0.112781954887218,0.103846153846154,0.102439024390244,0.094488188976378,0.0928270042194093,0.103202846975089,0.0721153846153846,0.0303030303030303,0.24,0.173076923076923,0.395833333333333,0.021505376344086,0,0.0348837209302326,0.131868131868132,0.0526315789473684,0.233644859813084,0.0838150289017341,0.0807017543859649,0.09366391184573,0.0669934640522876,0.104838709677419,0.0900383141762452,0.133858267716535,0.0461538461538462,0.121212121212121,0.112781954887218,0.0443349753694581,0.0714285714285714,0.0606060606060606,NA,0,NA
"70","Mike Muchlinski",1161,59,0.0508182601205857,533,79,0.148217636022514,1694,138,0.0814639905548996,0.083743842364532,0.0927835051546392,0.0837696335078534,0.0602409638554217,0.0898876404494382,0.0596026490066225,0.0918367346938776,0.0880829015544041,0.0736196319018405,0.125,0.291666666666667,0.128205128205128,0.206896551724138,0,0,0.0555555555555556,0.0909090909090909,0.115384615384615,0.192771084337349,0.0469314079422383,0.0869565217391304,0.0779661016949153,0.0635294117647059,0.0799418604651163,0.0891089108910891,0.0529100529100529,0.0862068965517241,0.0579710144927536,0.123456790123457,0.095,0,0.12,NA,NA,NA
"71","Bruce Dreckman",1253,80,0.0638467677573823,634,109,0.17192429022082,1887,189,0.100158982511924,0.079295154185022,0.100917431192661,0.0975609756097561,0.121621621621622,0.111111111111111,0.112068965517241,0.0864864864864865,0.0944206008583691,0.094017094017094,NA,0.289855072463768,0.214285714285714,0.285714285714286,0.0363636363636364,0,0.0289855072463768,0.120879120879121,0.0512820512820513,0.186915887850467,0.0769230769230769,0.130044843049327,0.0756578947368421,0.0747474747474747,0.106631989596879,0.0759493670886076,0.109090909090909,0.116666666666667,0.0909090909090909,0.1256038647343,0.0797101449275362,0.0263157894736842,0.0975609756097561,NA,NA,NA
"72","D.J. Reyburn",1299,74,0.0569668976135489,564,84,0.148936170212766,1863,158,0.0848094471282877,0.119047619047619,0.0825242718446602,0.109375,0.0776255707762557,0.0764705882352941,0.0703517587939698,0.0697674418604651,0.0930232558139535,0.053921568627451,0.0857142857142857,0.358490566037736,0.162162162162162,0.203703703703704,0.0142857142857143,0,0.111111111111111,0.15,0.072463768115942,0.181818181818182,0.0421052631578947,0.0642570281124498,0.0918918918918919,0.054320987654321,0.0961538461538462,0.0807692307692308,0.0642857142857143,0.0723684210526316,0.0763888888888889,0.0897435897435897,0.0763052208835341,0.166666666666667,0.037037037037037,1,NA,NA
"73","Jeremie Rehak",1227,68,0.0554197229013855,595,88,0.147899159663866,1822,156,0.0856201975850713,0.114457831325301,0.0691244239631336,0.110576923076923,0.0935960591133005,0.0645161290322581,0.0857142857142857,0.0913461538461538,0.065843621399177,0.0853658536585366,0.0952380952380952,0.229508196721311,0.113636363636364,0.285714285714286,0.0294117647058824,0,0.0142857142857143,0.158730158730159,0.121951219512195,0.125,0.0547445255474453,0.050761421319797,0.10062893081761,0.0676855895196507,0.0906432748538012,0.0855018587360595,0.119047619047619,0.0324675324675325,0.0748299319727891,0.111111111111111,0.0878378378378378,0.0476190476190476,0.0588235294117647,NA,0,NA
"74","Jordan Baker",1308,64,0.0489296636085627,653,94,0.143950995405819,1961,158,0.0805711371749108,0.0833333333333333,0.0818181818181818,0.0954545454545455,0.0663716814159292,0.0933333333333333,0.0594059405940594,0.0756302521008403,0.08,0.0914634146341463,NA,0.125,0.0980392156862745,0.241379310344828,0.032967032967033,0,0.0149253731343284,0.177215189873418,0.121212121212121,0.115384615384615,0.0538922155688623,0.150684931506849,0.053125,0.0559139784946237,0.0817438692098093,0.0871080139372822,0.087431693989071,0.0598290598290598,0.0652173913043478,0.125,0.055,0,0.0555555555555556,NA,NA,NA
"75","Ben May",405,17,0.0419753086419753,196,36,0.183673469387755,601,53,0.0881863560732113,0.111111111111111,0.0806451612903226,0.0853658536585366,0.115942028985507,0.12,0.0641025641025641,0.0923076923076923,0.0735294117647059,0.0545454545454545,NA,0,0,0.0833333333333333,0,0,0.0344827586206897,0.153846153846154,0.172413793103448,0.285714285714286,0.0617283950617284,0.132530120481928,0.0571428571428571,0.0903225806451613,0.104477611940299,0.0520833333333333,0.106666666666667,0.0909090909090909,0.028169014084507,0.136363636363636,0.125,0.0769230769230769,0.0555555555555556,NA,NA,NA
"76","Alan Porter",1317,87,0.0660592255125285,603,88,0.145936981757877,1920,175,0.0911458333333333,0.0641711229946524,0.0782122905027933,0.106666666666667,0.0829268292682927,0.13953488372093,0.0987654320987654,0.0923076923076923,0.0651162790697674,0.0810810810810811,0.0975609756097561,0.288135593220339,0.166666666666667,0.296296296296296,0.0135135135135135,0.0138888888888889,0.0416666666666667,0.131578947368421,0.173913043478261,0.238095238095238,0.0318471337579618,0.125,0.0559210526315789,0.0663716814159292,0.0971428571428571,0.0828025477707006,0.091703056768559,0.0930232558139535,0.10077519379845,0.111940298507463,0.0683229813664596,0.0454545454545455,0.0689655172413793,0,NA,NA
"77","Ryan Additon",688,34,0.0494186046511628,365,66,0.180821917808219,1053,100,0.0949667616334283,0.0973451327433628,0.108695652173913,0.0941176470588235,0.0975609756097561,0.0842105263157895,0.0919540229885057,0.0898876404494382,0.0636363636363636,0.146341463414634,0.128205128205128,0.181818181818182,0.0434782608695652,0.258064516129032,0.0344827586206897,0,0.027027027027027,0.0526315789473684,0.0714285714285714,0.211538461538462,0.0869565217391304,0.0693069306930693,0.135416666666667,0.0699588477366255,0.115681233933162,0.0463917525773196,0.105263157894737,0.0697674418604651,0.0769230769230769,0.181818181818182,0.0810810810810811,0,0.159090909090909,NA,NA,NA
"78","Chad Fairchild",1196,67,0.0560200668896321,571,81,0.141856392294221,1767,148,0.0837577815506508,0.101694915254237,0.0952380952380952,0.065,0.0717948717948718,0.0484848484848485,0.0883720930232558,0.100917431192661,0.0875576036866359,0.1,0.0344827586206897,0.361702127659574,0.1,0.130434782608696,0.101449275362319,0,0.0363636363636364,0.17741935483871,0.0694444444444444,0.142857142857143,0.0549450549450549,0.0845771144278607,0.0802469135802469,0.0558252427184466,0.101361573373676,0.0593471810089021,0.114754098360656,0.0794701986754967,0.0520833333333333,0.107913669064748,0.0588235294117647,0.0882352941176471,0.0285714285714286,NA,NA,0
"79","Tony Randazzo",660,39,0.0590909090909091,348,57,0.163793103448276,1008,96,0.0952380952380952,0.079646017699115,0.1,0.0824742268041237,0.0619469026548673,0.0909090909090909,0.122950819672131,0.122448979591837,0.0720720720720721,0.144329896907216,0.037037037037037,0.269230769230769,0.09375,0.28,0.0454545454545455,0,0.0465116279069767,0.138888888888889,0.13953488372093,0.120689655172414,0.0606060606060606,0.0673076923076923,0.087248322147651,0.103846153846154,0.100719424460432,0.0476190476190476,0.0695652173913043,0.138297872340426,0.131578947368421,0.196428571428571,0.0752688172043011,0.153846153846154,0,NA,NA,NA
"80","Mark Ripperger",1454,78,0.0536451169188446,661,101,0.152798789712557,2115,179,0.0846335697399527,0.0905172413793103,0.0881057268722467,0.0864197530864197,0.0779816513761468,0.102941176470588,0.0521327014218009,0.0867924528301887,0.089622641509434,0.0921658986175115,0.0344827586206897,0.26,0.0980392156862745,0.298245614035088,0.027027027027027,0,0.036144578313253,0.116883116883117,0.101449275362319,0.198198198198198,0.0598290598290598,0.062992125984252,0.101796407185629,0.0557620817843866,0.0826901874310915,0.0746666666666667,0.119760479041916,0.0776255707762557,0.0909090909090909,0.0948275862068965,0.0621468926553672,0.25,0.111111111111111,NA,0.5,NA
"81","Nick Mahrley",390,17,0.0435897435897436,203,35,0.172413793103448,593,52,0.0876897133220911,0.0769230769230769,0.09375,0.114285714285714,0.119402985074627,0.0943396226415094,0.0933333333333333,0.0657894736842105,0.0714285714285714,0.05,NA,0.125,0.0909090909090909,0.333333333333333,0.0769230769230769,0,0.0384615384615385,0.115384615384615,0.0434782608695652,0.130434782608696,0.0555555555555556,0.103448275862069,0.15625,0.0547945205479452,0.10077519379845,0.0818181818181818,0.0714285714285714,0.0476190476190476,0.0625,0.130434782608696,0.0666666666666667,NA,0.142857142857143,NA,NA,NA
"82","Will Little",1206,40,0.033167495854063,628,87,0.138535031847134,1834,127,0.069247546346783,0.0607476635514019,0.0575221238938053,0.107692307692308,0.0641711229946524,0.0838323353293413,0.0684931506849315,0.0555555555555556,0.0735930735930736,0.0410958904109589,0.121212121212121,0.185185185185185,0.0930232558139535,0.119402985074627,0.0405405405405405,0,0.05,0.0447761194029851,0.0491803278688525,0.078125,0.0555555555555556,0.0630630630630631,0.0759878419452888,0.0772946859903382,0.0818619582664527,0.059016393442623,0.102739726027397,0.0588235294117647,0.0579710144927536,0.0942028985507246,0.0358974358974359,0,0.0384615384615385,NA,0,NA
"83","Laz Diaz",1199,71,0.0592160133444537,582,135,0.231958762886598,1781,206,0.115665356541269,0.0954545454545455,0.137931034482759,0.0974358974358974,0.0904761904761905,0.13,0.12,0.149425287356322,0.0995024875621891,0.124031007751938,0.166666666666667,0.25531914893617,0.166666666666667,0.285714285714286,0.0175438596491228,0,0.0172413793103448,0.181818181818182,0.114285714285714,0.2125,0.0520446096654275,0.0857142857142857,0.162939297124601,0.110403397027601,0.117455138662316,0.0985507246376812,0.100418410041841,0.100558659217877,0.192982456140351,0.149532710280374,0.0854700854700855,0.184210526315789,0.0740740740740741,NA,0.5,NA
"84","Cory Blaser",866,60,0.069284064665127,411,57,0.138686131386861,1277,117,0.0916209866875489,0.102409638554217,0.0759493670886076,0.101351351351351,0.0902777777777778,0.0993377483443709,0.0675675675675676,0.0921985815602837,0.0948275862068965,0.104761904761905,NA,0.27027027027027,0.225806451612903,0.366666666666667,0.037037037037037,0.0208333333333333,0.0638297872340425,0.153846153846154,0.0892857142857143,0.220338983050847,0.0531914893617021,0.0764331210191083,0.0761904761904762,0.0616883116883117,0.0947368421052632,0.0720720720720721,0.0782608695652174,0.0689655172413793,0.0865384615384615,0.164705882352941,0.102272727272727,0.230769230769231,0.0666666666666667,NA,NA,NA
"85","Mark Carlson",1073,77,0.0717614165890028,494,84,0.17004048582996,1567,161,0.102744097000638,0.104651162790698,0.10377358490566,0.121693121693122,0.103658536585366,0.104651162790698,0.0939226519337017,0.0884353741496599,0.103260869565217,0.110091743119266,0,0.25,0.075,0.27906976744186,0.0625,0,0.108695652173913,0.140350877192982,0.112903225806452,0.318840579710145,0.101626016260163,0.0594594594594595,0.110714285714286,0.046070460704607,0.112377850162866,0.0987654320987654,0.103448275862069,0.160493827160494,0.0813953488372093,0.11377245508982,0.0479041916167665,0.133333333333333,0.102564102564103,NA,0,NA
"86","Ryan Blakney",687,25,0.0363901018922853,379,78,0.205804749340369,1066,103,0.0966228893058161,0.0631578947368421,0.0916666666666667,0.0578512396694215,0.149253731343284,0.111111111111111,0.0763888888888889,0.107438016528926,0.120689655172414,0.075,NA,0.16,0.125,0.0416666666666667,0.0333333333333333,0,0.0285714285714286,0.0625,0.115384615384615,0.113207547169811,0.0738636363636364,0.106796116504854,0.152439024390244,0.0976430976430976,0.108843537414966,0.107317073170732,0.0714285714285714,0.0694444444444444,0.104166666666667,0.107692307692308,0.0865384615384615,0,0.0384615384615385,NA,NA,NA
"87","Roberto Ortiz",853,56,0.0656506447831184,412,64,0.155339805825243,1265,120,0.0948616600790514,0.0993377483443709,0.0802919708029197,0.104838709677419,0.139344262295082,0.0814814814814815,0.112781954887218,0.0838709677419355,0.105263157894737,0.0673076923076923,0.0833333333333333,0.162162162162162,0.142857142857143,0.264705882352941,0.0227272727272727,0,0.0652173913043478,0.294117647058824,0.0784313725490196,0.196969696969697,0.0812182741116751,0.0952380952380952,0.0934065934065934,0.0477707006369427,0.0954653937947494,0.105769230769231,0.0986842105263158,0.0967741935483871,0.133928571428571,0.0740740740740741,0.046875,0.133333333333333,0.0769230769230769,NA,NA,NA
"88","Tom Woodring",201,8,0.0398009950248756,89,12,0.134831460674157,290,20,0.0689655172413793,0.0217391304347826,0.0512820512820513,0.0909090909090909,0.0384615384615385,0.08,0.107142857142857,0.0810810810810811,0.0454545454545455,0.173913043478261,NA,0,0.4,0,0,0,0,0,0.125,0.166666666666667,0.0377358490566038,0.0454545454545455,0.109375,0.0303030303030303,0.0491803278688525,0.0925925925925926,0.0333333333333333,0.2,0,0.0434782608695652,0.0909090909090909,NA,0,NA,1,NA
"89","John Libka",377,11,0.0291777188328912,190,25,0.131578947368421,567,36,0.0634920634920635,0.0615384615384615,0.0963855421686747,0.0217391304347826,0.0632911392405063,0.0508474576271186,0.115384615384615,0.0612244897959184,0.028169014084507,0.027027027027027,NA,0.125,0,0.5,0,0,0.0606060606060606,0,0.0454545454545455,0.0357142857142857,0.0379746835443038,0.0892857142857143,0.0970873786407767,0.0457516339869281,0.0611111111111111,0.06,0.072463768115942,0.027027027027027,0.0952380952380952,0.0810810810810811,0.0384615384615385,NA,0.0769230769230769,NA,NA,NA
